select * from quality.m_eds_bin where process_id = 'PPIT' and part_id = 'K9AFGD8H0B-PIQ'	공법이 PPIT인 K9AFGD8H0B-PIQ 제품에 대한 모든 EDS BIN 테스트 결과를 조회
select * from master.m_defect_item	모든 defect 계측 기준 정보을 조회하시오
select * from master.m_defect_item	모든 결함 테스트을 조회하시오
select * from master.m_defect_item	모든 결함 아이템 테스트을 조회하시오
select * from master.m_fab_item_met	모든 계측 항목을 조회하시오
select * from master.m_fab_item_met	모든 fab 계측 항목을 조회하시오
select * from master.m_fab_item_met	모든 계측을 조회하시오
select * from quality.m_fab_dcop_met	모든 DCOP 계측 결과을 조회하시오
select * from quality.m_fab_dcop_met	모든 DCOP 계측을 조회하시오
select * from quality.m_fab_dcop_met	모든 DCOP 결과을 조회하시오
select * from quality.m_fab_tracking	모든 fab 진행 이력을 조회하시오
select * from quality.m_fab_tracking	모든 fab tracking을 조회하시오
select * from quality.m_fab_tracking	모든 fab tracking 이력을 조회하시오
select * from quality.m_defect_summary	모든 defect 계측 결과을 조회하시오
select * from quality.m_defect_summary	모든 defect summary을 조회하시오
select * from quality.m_defect_summary	모든 결함 계측 결과을 조회하시오
select * from quality.m_defect_summary	모든 결함 summary을 조회하시오
select * from quality.m_defect_chip	모든 chip 결함 test을 조회하시오
select * from quality.m_defect_chip	모든 chip defect 테스트 결과을 조회하시오
select * from quality.m_defect_chip	모든 칩 defect 테스트 결과을 조회하시오
select * from quality.m_eds_bin	모든 빈 test을 조회하시오
select * from quality.m_eds_bin	모든 eds bin 테스트을 조회하시오
select * from quality.m_eds_bin	모든 bin 테스트을 조회하시오
select * from quality.m_eds_bin	모든 eds 테스트을 조회하시오
select * from quality.m_eds_chip_bin	모든 eds chip bin 결과을 조회하시오
select * from quality.m_eds_chip_bin	모든 eds chip bin 테스트 결과을 조회하시오
select * from quality.m_eds_chip_bin	모든 eds 칩 빈 테스트 결과을 조회하시오
select * from quality.m_eds_chip_measure	모든 eds chip 테스트을 조회하시오
select * from quality.m_eds_chip_measure	모든 eds chip measure을 조회하시오
select * from quality.m_eds_chip_measure	모든 eds 테스트 결과을 조회하시오
select * from quality.m_eds_chip_measure	모든 eds 칩 테스트을 조회하시오
select * from quality.m_eds_measure	모든 eds measure을 조회하시오
select * from quality.m_eds_measure	모든 eds 테스트 결과을 조회하시오
select * from master.m_defect_item	defect test를 조회
select * from master.m_defect_item	결함 아이템 테스트를 조회
select * from master.m_defect_item	defect 테스트를 조회
select * from master.m_fab_item_met	계측 항목를 조회
select * from master.m_fab_item_met	fab item metrology를 조회
select * from quality.m_fab_dcop_met	DCOP 결과를 조회
select * from quality.m_fab_dcop_met	DCOP 테스트 결과를 조회
select * from quality.m_fab_dcop_met	DCOP를 조회
select * from quality.m_fab_tracking	fab tracking를 조회
select * from quality.m_fab_tracking	이력 리스트를 조회
select * from quality.m_fab_tracking	팹 진행 이력를 조회
select * from quality.m_defect_summary	결함 계측 결과를 조회
select * from quality.m_defect_summary	결함 요약를 조회
select * from quality.m_defect_summary	defect 계측 결과를 조회
select * from quality.m_defect_summary	결함 summary를 조회
select * from quality.m_defect_chip	칩 defect 테스트 결과를 조회
select * from quality.m_defect_chip	chip defect 테스트 결과를 조회
select * from quality.m_defect_chip	chip 결함 test를 조회
select * from quality.m_defect_chip	칩 결함 테스트 결과를 조회
select * from quality.m_eds_bin	bin 테스트를 조회
select * from quality.m_eds_bin	eds test를 조회
select * from quality.m_eds_bin	eds bin test를 조회
select * from quality.m_eds_chip_bin	eds chip bin 결과를 조회
select * from quality.m_eds_chip_bin	eds chip bin 테스트 결과를 조회
select * from quality.m_eds_chip_bin	eds 칩 빈 테스트 결과를 조회
select * from quality.m_eds_chip_bin	eds chip 계측 결과를 조회
select * from quality.m_eds_chip_measure	eds chip measure를 조회
select * from quality.m_eds_chip_measure	eds 칩 테스트를 조회
select * from quality.m_eds_chip_measure	eds 테스트 결과를 조회
select * from quality.m_eds_measure	eds 테스트 결과를 조회
select * from quality.m_eds_measure	eds measure를 조회
select * from master.m_defect_item	모든 defect 계측를 조회하시오
select * from master.m_defect_item	모든 defect 계측 기준 정보를 조회하시오
select * from master.m_defect_item	모든 defect test를 조회하시오
select * from master.m_fab_item_met	모든 계측를 조회하시오
select * from master.m_fab_item_met	모든 공정 계측 항목를 조회하시오
select * from master.m_fab_item_met	모든 계측 항목를 조회하시오
select * from quality.m_fab_dcop_met	모든 DCOP 계측를 조회하시오
select * from quality.m_fab_dcop_met	모든 DCOP 테스트 결과를 조회하시오
select * from quality.m_fab_dcop_met	모든 DCOP를 조회하시오
select * from quality.m_fab_dcop_met	모든 DCOP 결과를 조회하시오
select * from quality.m_fab_tracking	모든 fab tracking 이력를 조회하시오
select * from quality.m_fab_tracking	모든 fab tracking를 조회하시오
select * from quality.m_fab_tracking	모든 fab 진행 이력를 조회하시오
select * from quality.m_fab_tracking	모든 팹 이력를 조회하시오
select * from quality.m_defect_summary	모든 결함 계측 결과를 조회하시오
select * from quality.m_defect_summary	모든 결함 요약를 조회하시오
select * from quality.m_defect_chip	모든 칩 결함 테스트 결과를 조회하시오
select * from quality.m_defect_chip	모든 칩 defect 테스트 결과를 조회하시오
select * from quality.m_defect_chip	모든 chip defect 테스트 결과를 조회하시오
select * from quality.m_defect_chip	모든 chip 결함 테스트 결과를 조회하시오
select * from quality.m_eds_bin	모든 eds 테스트를 조회하시오
select * from quality.m_eds_bin	모든 eds bin 테스트를 조회하시오
select * from quality.m_eds_bin	모든 eds bin test를 조회하시오
select * from quality.m_eds_chip_bin	모든 eds chip 계측 결과를 조회하시오
select * from quality.m_eds_chip_bin	모든 eds chip bin 결과를 조회하시오
select * from quality.m_eds_chip_bin	모든 eds chip bin 테스트 결과를 조회하시오
select * from quality.m_eds_chip_measure	모든 eds chip 테스트를 조회하시오
select * from quality.m_eds_chip_measure	모든 eds 칩 테스트를 조회하시오
select * from quality.m_eds_measure	모든 eds 테스트 결과를 조회하시오
select * from quality.m_eds_measure	모든 eds measure를 조회하시오
select * from master.m_defect_item	defect test을 조회
select * from master.m_defect_item	결함 test을 조회
select * from master.m_defect_item	defect 계측을 조회
select * from master.m_defect_item	defect 테스트을 조회
select * from master.m_fab_item_met	fab item metrology을 조회
select * from master.m_fab_item_met	fab 계측 항목을 조회
select * from quality.m_fab_dcop_met	DCOP 계측을 조회
select * from quality.m_fab_dcop_met	DCOP 테스트 결과을 조회
select * from quality.m_fab_dcop_met	DCOP 계측 결과을 조회
select * from quality.m_fab_tracking	팹 이력을 조회
select * from quality.m_fab_tracking	fab tracking 이력을 조회
select * from quality.m_fab_tracking	fab 이력을 조회
select * from quality.m_fab_tracking	이력 리스트을 조회
select * from quality.m_fab_tracking	fab 진행 이력을 조회
select * from quality.m_defect_summary	defect summary을 조회
select * from quality.m_defect_summary	defect 계측 결과을 조회
select * from quality.m_defect_summary	결함 요약을 조회
select * from quality.m_defect_summary	결함 summary을 조회
select * from quality.m_defect_chip	chip 결함 test을 조회
select * from quality.m_defect_chip	칩 defect 테스트 결과을 조회
select * from quality.m_defect_chip	chip defect 테스트 결과을 조회
select * from quality.m_defect_chip	chip 결함 테스트 결과을 조회
select * from quality.m_eds_bin	eds bin 테스트을 조회
select * from quality.m_eds_bin	eds 테스트을 조회
select * from quality.m_eds_bin	eds test을 조회
select * from quality.m_eds_chip_bin	eds chip bin 테스트 결과을 조회
select * from quality.m_eds_chip_bin	eds 칩 빈 테스트 결과을 조회
select * from quality.m_eds_chip_bin	eds chip bin 결과을 조회
select * from quality.m_eds_chip_bin	eds 칩 계측 결과을 조회
select * from quality.m_eds_chip_measure	eds 칩 테스트을 조회
select * from quality.m_eds_chip_measure	eds chip measure을 조회
select * from quality.m_eds_chip_measure	eds 테스트 결과을 조회
select * from quality.m_eds_measure	eds 테스트 결과을 조회
select * from quality.m_eds_measure	eds measure을 조회
select * from master.m_defect_item	전체 defect 계측 기준 정보를 조회하라
select * from master.m_defect_item	전체 결함 아이템 테스트를 조회하라
select * from master.m_defect_item	전체 defect test를 조회하라
select * from master.m_defect_item	전체 결함 테스트를 조회하라
select * from master.m_fab_item_met	전체 팹 계측 항목를 조회하라
select * from master.m_fab_item_met	전체 fab item metrology를 조회하라
select * from quality.m_fab_dcop_met	전체 DCOP 테스트 결과를 조회하라
select * from quality.m_fab_dcop_met	전체 DCOP를 조회하라
select * from quality.m_fab_dcop_met	전체 DCOP 결과를 조회하라
select * from quality.m_fab_dcop_met	전체 DCOP 계측를 조회하라
select * from quality.m_fab_tracking	전체 fab tracking를 조회하라
select * from quality.m_fab_tracking	전체 fab 이력를 조회하라
select * from quality.m_fab_tracking	전체 팹 진행 이력를 조회하라
select * from quality.m_fab_tracking	전체 팹 이력를 조회하라
select * from quality.m_defect_summary	전체 결함 요약를 조회하라
select * from quality.m_defect_summary	전체 결함 계측 결과를 조회하라
select * from quality.m_defect_chip	전체 chip 결함 test를 조회하라
select * from quality.m_defect_chip	전체 칩 결함 테스트 결과를 조회하라
select * from quality.m_defect_chip	전체 chip 결함 테스트 결과를 조회하라
select * from quality.m_defect_chip	전체 칩 defect 테스트 결과를 조회하라
select * from quality.m_eds_bin	전체 eds bin test를 조회하라
select * from quality.m_eds_bin	전체 bin 테스트를 조회하라
select * from quality.m_eds_chip_bin	전체 eds 칩 빈 테스트 결과를 조회하라
select * from quality.m_eds_chip_bin	전체 eds chip bin 테스트 결과를 조회하라
select * from quality.m_eds_chip_bin	전체 eds chip 계측 결과를 조회하라
select * from quality.m_eds_chip_measure	전체 eds chip measure를 조회하라
select * from quality.m_eds_chip_measure	전체 eds 테스트 결과를 조회하라
select * from quality.m_eds_chip_measure	전체 eds chip 테스트를 조회하라
select * from quality.m_eds_chip_measure	전체 eds 칩 테스트를 조회하라
select * from quality.m_eds_measure	전체 eds 테스트 결과를 조회하라
select * from quality.m_eds_measure	전체 eds measure를 조회하라
select * from master.m_defect_item limit 10	전체 defect 계측 예시 출력
select * from master.m_defect_item limit 10	전체 defect 계측 기준 정보 예시 출력
select * from master.m_defect_item limit 10	전체 결함 test 예시 출력
select * from master.m_fab_item_met limit 10	전체 fab item metrology 예시 출력
select * from master.m_fab_item_met limit 10	전체 팹 계측 항목 예시 출력
select * from quality.m_fab_dcop_met limit 10	전체 DCOP 예시 출력
select * from quality.m_fab_dcop_met limit 10	전체 DCOP 결과 예시 출력
select * from quality.m_fab_dcop_met limit 10	전체 DCOP 테스트 결과 예시 출력
select * from quality.m_fab_dcop_met limit 10	전체 DCOP 계측 예시 출력
select * from quality.m_fab_tracking limit 10	전체 fab 진행 이력 예시 출력
select * from quality.m_fab_tracking limit 10	전체 fab tracking 예시 출력
select * from quality.m_fab_tracking limit 10	전체 fab tracking 이력 예시 출력
select * from quality.m_fab_tracking limit 10	전체 팹 이력 예시 출력
select * from quality.m_defect_summary limit 10	전체 defect 계측 결과 예시 출력
select * from quality.m_defect_summary limit 10	전체 결함 요약 예시 출력
select * from quality.m_defect_summary limit 10	전체 defect summary 예시 출력
select * from quality.m_defect_summary limit 10	전체 결함 계측 결과 예시 출력
select * from quality.m_defect_chip limit 10	전체 chip 결함 test 예시 출력
select * from quality.m_defect_chip limit 10	전체 chip defect 테스트 결과 예시 출력
select * from quality.m_defect_chip limit 10	전체 칩 결함 테스트 결과 예시 출력
select * from quality.m_eds_bin limit 10	전체 eds test 예시 출력
select * from quality.m_eds_bin limit 10	전체 eds bin test 예시 출력
select * from quality.m_eds_bin limit 10	전체 빈 test 예시 출력
select * from quality.m_eds_chip_bin limit 10	전체 eds 칩 빈 테스트 결과 예시 출력
select * from quality.m_eds_chip_bin limit 10	전체 eds chip 계측 결과 예시 출력
select * from quality.m_eds_chip_bin limit 10	전체 eds chip bin 결과 예시 출력
select * from quality.m_eds_chip_bin limit 10	전체 eds chip bin 테스트 결과 예시 출력
select * from quality.m_eds_chip_measure limit 10	전체 eds 테스트 결과 예시 출력
select * from quality.m_eds_chip_measure limit 10	전체 eds chip measure 예시 출력
select * from quality.m_eds_measure limit 10	전체 eds 테스트 결과 예시 출력
select * from quality.m_eds_measure limit 10	전체 eds measure 예시 출력
select * from master.m_defect_item limit 10	defect 계측 예시 조회
select * from master.m_defect_item limit 10	결함 test 예시 조회
select * from master.m_defect_item limit 10	defect 테스트 예시 조회
select * from master.m_defect_item limit 10	defect item 테스트 예시 조회
select * from master.m_fab_item_met limit 10	fab 계측 항목 예시 조회
select * from master.m_fab_item_met limit 10	공정 계측 항목 예시 조회
select * from quality.m_fab_dcop_met limit 10	DCOP 계측 결과 예시 조회
select * from quality.m_fab_dcop_met limit 10	DCOP 결과 예시 조회
select * from quality.m_fab_dcop_met limit 10	DCOP 테스트 결과 예시 조회
select * from quality.m_fab_tracking limit 10	fab 진행 이력 예시 조회
select * from quality.m_fab_tracking limit 10	fab tracking 예시 조회
select * from quality.m_fab_tracking limit 10	fab tracking 이력 예시 조회
select * from quality.m_fab_tracking limit 10	팹 이력 예시 조회
select * from quality.m_defect_summary limit 10	defect 계측 결과 예시 조회
select * from quality.m_defect_summary limit 10	결함 요약 예시 조회
select * from quality.m_defect_summary limit 10	defect summary 예시 조회
select * from quality.m_defect_summary limit 10	결함 summary 예시 조회
select * from quality.m_defect_summary limit 10	결함 계측 결과 예시 조회
select * from quality.m_defect_chip limit 10	chip 결함 test 예시 조회
select * from quality.m_defect_chip limit 10	칩 defect 테스트 결과 예시 조회
select * from quality.m_eds_bin limit 10	bin 테스트 예시 조회
select * from quality.m_eds_bin limit 10	빈 테스트 예시 조회
select * from quality.m_eds_bin limit 10	eds bin 테스트 예시 조회
select * from quality.m_eds_bin limit 10	eds 테스트 예시 조회
select * from quality.m_eds_chip_bin limit 10	eds chip 계측 결과 예시 조회
select * from quality.m_eds_chip_bin limit 10	eds 칩 계측 결과 예시 조회
select * from quality.m_eds_chip_bin limit 10	eds 칩 빈 테스트 결과 예시 조회
select * from quality.m_eds_chip_measure limit 10	eds chip 테스트 예시 조회
select * from quality.m_eds_chip_measure limit 10	eds 칩 테스트 예시 조회
select * from quality.m_eds_chip_measure limit 10	eds chip measure 예시 조회
select * from quality.m_eds_measure limit 10	eds measure 예시 조회
